ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
100899,M,N,N,3,256500,State servant,Lower secondary,Single / not married,Municipal apartment,-7780,-8048,1,0,1,1,Cooking staff,5
100900,F,N,Y,2,320000,Working,Higher education,Single / not married,Rented apartment,-24786,-2840,1,1,0,0,Laborers,4
100901,M,N,Y,3,471500,State servant,Academic degree,Widow,With parents,-23670,-6075,1,0,0,0,Security staff,4
100902,F,Y,Y,1,303500,Commercial associate,Academic degree,Widow,House / apartment,-8482,-6250,1,0,0,1,Laborers,2
100903,M,N,Y,2,240000,State servant,Secondary / secondary special,Married,With parents,-15066,-10186,1,1,1,1,Sales staff,4
100904,M,N,N,3,243000,Pensioner,Higher education,Separated,Rented apartment,-7341,-10265,1,1,0,1,Managers,4
100905,M,Y,Y,0,455000,State servant,Secondary / secondary special,Married,Office apartment,-17727,-2742,1,1,1,1,IT staff,2
100906,F,Y,Y,2,252000,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-13579,-2082,1,0,1,1,Core staff,3
100907,M,N,Y,1,92500,Working,Higher education,Separated,Office apartment,-19153,-7177,1,0,1,0,Cleaning staff,2
100908,F,Y,Y,1,128000,Pensioner,Incomplete higher,Married,Rented apartment,-22139,-3287,1,0,1,1,Managers,3
100909,M,Y,Y,4,371000,Commercial associate,Incomplete higher,Separated,House / apartment,-21435,-1136,1,0,1,0,Managers,6
100910,M,Y,N,0,315000,Student,Secondary / secondary special,Widow,With parents,-17540,-6068,1,0,0,0,Cleaning staff,1
100911,F,Y,Y,0,466500,State servant,Academic degree,Single / not married,With parents,-8153,-9234,1,0,0,1,Cooking staff,2
100912,F,N,Y,2,399500,State servant,Academic degree,Civil marriage,Rented apartment,-21908,-7850,1,0,1,1,Sales staff,3
100913,M,N,N,2,132000,Pensioner,Secondary / secondary special,Separated,Rented apartment,-11718,-697,1,1,1,0,Medicine staff,3
100914,M,N,N,2,263500,State servant,Lower secondary,Separated,Municipal apartment,-22188,-5956,1,1,1,1,Managers,3
100915,M,Y,Y,1,497000,Student,Incomplete higher,Separated,Office apartment,-20376,-6140,1,1,0,1,Managers,3
100916,F,N,N,0,76000,Commercial associate,Higher education,Civil marriage,Office apartment,-12135,-10807,1,1,1,0,Security staff,1
100917,F,Y,N,1,431500,Student,Higher education,Separated,Office apartment,-13481,-2468,1,1,1,1,Sales staff,2
100918,F,Y,Y,3,452500,Working,Secondary / secondary special,Single / not married,House / apartment,-8728,-5431,1,0,1,1,Sales staff,4
100919,F,Y,N,1,369000,Pensioner,Academic degree,Separated,Municipal apartment,-18095,-11527,1,0,1,1,Core staff,2
100920,M,N,Y,1,322500,Student,Lower secondary,Married,Office apartment,-22386,-11466,1,1,0,0,Cleaning staff,2
100921,M,Y,Y,3,245000,State servant,Lower secondary,Separated,With parents,-7653,-9603,1,1,1,0,Security staff,4
100922,F,N,Y,3,239000,Working,Higher education,Married,Office apartment,-16833,-11098,1,1,0,0,Cleaning staff,4
100923,F,Y,N,2,358500,State servant,Secondary / secondary special,Widow,Office apartment,-20688,-2769,1,1,1,0,IT staff,4
100924,M,N,N,4,135000,Working,Higher education,Civil marriage,Rented apartment,-21710,-7093,1,1,0,1,,6
100925,F,Y,Y,0,496000,Student,Secondary / secondary special,Widow,House / apartment,-16919,-6236,1,0,1,1,Medicine staff,1
100926,F,N,N,2,461000,Student,Lower secondary,Separated,Rented apartment,-11336,-5672,1,1,0,1,Drivers,4
100927,F,Y,N,0,491000,Student,Secondary / secondary special,Single / not married,With parents,-10507,-3980,1,0,0,1,Core staff,1
100928,M,Y,Y,4,54500,Working,Incomplete higher,Widow,House / apartment,-12119,-9547,1,1,1,0,Cooking staff,5
100929,M,Y,Y,0,145000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14637,-3444,1,0,0,1,Accountants,1
100930,M,N,Y,3,290000,Pensioner,Academic degree,Single / not married,Municipal apartment,-13059,-8316,1,0,0,0,Sales staff,5
100931,M,Y,Y,1,146000,Commercial associate,Incomplete higher,Married,With parents,-19932,-10408,1,1,1,1,Sales staff,3
100932,F,Y,Y,2,385000,Pensioner,Incomplete higher,Married,House / apartment,-9019,-1028,1,1,1,0,Cooking staff,4
100933,F,Y,Y,0,213000,Student,Incomplete higher,Widow,House / apartment,-15599,-11913,1,1,1,1,,2
100934,F,N,N,2,210000,Student,Higher education,Married,Office apartment,-12588,-699,1,1,1,1,Security staff,4
100935,F,N,N,3,128000,Commercial associate,Lower secondary,Separated,House / apartment,-11568,-12914,1,1,1,0,Medicine staff,5
100936,F,Y,Y,0,353500,Commercial associate,Higher education,Single / not married,House / apartment,-19821,-7737,1,0,1,1,Sales staff,1
100937,F,Y,N,3,474500,Student,Incomplete higher,Married,With parents,-22942,-9942,1,1,1,1,Managers,5
100938,F,Y,Y,0,215500,State servant,Academic degree,Civil marriage,With parents,-14705,-8499,1,1,0,1,Security staff,1
100939,M,N,N,2,400000,Student,Lower secondary,Widow,House / apartment,-11241,-8677,1,1,1,1,,3
100940,F,Y,Y,2,278500,Pensioner,Lower secondary,Married,With parents,-17688,-11276,1,0,1,1,Drivers,4
100941,F,Y,Y,4,214500,Student,Higher education,Widow,Office apartment,-14766,-13325,1,0,1,1,Laborers,6
100942,M,N,Y,4,369000,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-22161,-9872,1,1,0,1,Medicine staff,5
100943,M,N,Y,2,292500,Commercial associate,Higher education,Single / not married,Rented apartment,-18670,-13514,1,1,0,1,Accountants,4
100944,M,Y,Y,2,201000,Working,Higher education,Widow,Office apartment,-16255,-4066,1,1,1,0,Drivers,4
100945,M,N,Y,1,64500,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-11837,-7318,1,1,0,1,Accountants,2
100946,F,N,Y,2,411500,Student,Lower secondary,Civil marriage,With parents,-11211,-5288,1,0,0,0,Accountants,4
100947,M,N,N,2,331500,Working,Lower secondary,Civil marriage,Municipal apartment,-12832,-5351,1,0,1,1,Cooking staff,3
100948,M,Y,N,4,82500,Working,Higher education,Married,House / apartment,-24130,-2676,1,0,0,1,Accountants,6
100949,F,N,Y,0,302000,State servant,Academic degree,Single / not married,Office apartment,-20643,-10515,1,1,0,0,Sales staff,2
100950,M,N,Y,1,172500,Working,Academic degree,Single / not married,House / apartment,-14389,-7842,1,0,0,0,Sales staff,2
100951,F,N,N,1,437000,State servant,Secondary / secondary special,Widow,Rented apartment,-23129,-385,1,1,0,0,Sales staff,2
100952,M,N,Y,1,228500,Working,Academic degree,Civil marriage,Office apartment,-12379,-6507,1,0,0,0,Cleaning staff,3
100953,F,N,Y,2,477000,Commercial associate,Academic degree,Civil marriage,Rented apartment,-13415,-5358,1,1,1,0,Cleaning staff,4
100954,M,N,N,3,154500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-10497,-12170,1,0,0,1,,4
100955,F,N,N,4,77500,Commercial associate,Academic degree,Civil marriage,With parents,-23747,-390,1,1,0,0,Managers,6
100956,F,N,N,1,284000,State servant,Academic degree,Married,Municipal apartment,-22734,-9188,1,1,0,0,Cooking staff,2
100957,M,Y,Y,0,190000,Working,Incomplete higher,Separated,Municipal apartment,-12226,-1593,1,0,1,0,Cleaning staff,1
100958,F,Y,N,3,263500,Working,Incomplete higher,Single / not married,House / apartment,-16897,-2323,1,1,1,0,Core staff,4
100959,M,Y,Y,3,94000,Commercial associate,Lower secondary,Widow,Office apartment,-15950,-4424,1,0,1,0,,4
100960,M,N,N,1,65000,Working,Lower secondary,Separated,Municipal apartment,-20514,-2867,1,0,0,0,Drivers,3
100961,M,N,Y,3,393500,Pensioner,Higher education,Married,Municipal apartment,-7063,-10652,1,0,1,1,Sales staff,4
100962,F,Y,N,2,283500,State servant,Academic degree,Married,Rented apartment,-19165,-11898,1,0,1,1,Medicine staff,3
100963,F,N,N,4,227500,Pensioner,Higher education,Separated,Office apartment,-20363,-5903,1,1,0,1,Managers,6
100964,F,N,Y,2,71500,Pensioner,Academic degree,Married,Office apartment,-18195,-8850,1,0,0,0,,4
100965,F,Y,Y,0,316000,Working,Academic degree,Single / not married,Rented apartment,-12396,-12119,1,0,1,1,Core staff,2
100966,F,N,Y,2,345000,Pensioner,Lower secondary,Single / not married,With parents,-21865,-2551,1,0,0,0,Security staff,3
100967,F,Y,N,0,205000,Commercial associate,Academic degree,Single / not married,With parents,-7770,-265,1,0,1,0,Sales staff,1
100968,M,N,N,0,110500,State servant,Incomplete higher,Separated,House / apartment,-16837,-5622,1,1,1,0,Drivers,2
100969,F,Y,N,4,66000,State servant,Incomplete higher,Civil marriage,House / apartment,-15381,-11479,1,1,1,0,Medicine staff,6
100970,M,N,Y,3,299500,Working,Lower secondary,Civil marriage,Office apartment,-10016,-1359,1,0,0,1,Medicine staff,5
100971,F,Y,N,1,208500,Student,Lower secondary,Married,Office apartment,-20454,-1555,1,0,0,0,IT staff,3
100972,M,N,N,0,406500,Student,Lower secondary,Widow,House / apartment,-15296,-9595,1,0,1,0,Security staff,2
100973,M,N,N,1,268000,Working,Higher education,Single / not married,With parents,-22798,-7966,1,0,0,1,,2
100974,M,N,Y,3,164000,Pensioner,Academic degree,Separated,With parents,-21570,-13245,1,0,0,0,Managers,4
100975,M,N,N,4,237500,State servant,Secondary / secondary special,Widow,Rented apartment,-24808,-1742,1,1,1,0,Drivers,6
100976,F,Y,Y,4,94500,Pensioner,Incomplete higher,Separated,Municipal apartment,-23617,-3985,1,0,0,0,Managers,5
100977,M,Y,N,4,387500,Student,Incomplete higher,Widow,Rented apartment,-22659,-1094,1,0,1,0,IT staff,5
100978,M,Y,N,1,118000,State servant,Secondary / secondary special,Civil marriage,House / apartment,-23718,-12912,1,0,0,1,Cooking staff,2
100979,M,N,Y,2,490500,State servant,Higher education,Married,Municipal apartment,-22672,-7843,1,0,0,0,Medicine staff,3
100980,M,Y,Y,1,294500,Student,Secondary / secondary special,Widow,With parents,-15095,-10271,1,1,1,0,Drivers,3
100981,F,Y,N,0,449500,State servant,Secondary / secondary special,Married,Rented apartment,-19804,-7369,1,0,0,1,Cooking staff,2
100982,M,N,N,1,445500,Working,Lower secondary,Widow,House / apartment,-20674,-1086,1,0,0,0,Accountants,3
100983,F,N,N,3,205000,Student,Academic degree,Civil marriage,Rented apartment,-22398,-8379,1,1,1,0,Security staff,5
100984,F,N,Y,0,178500,Pensioner,Incomplete higher,Civil marriage,Office apartment,-23826,-3732,1,1,1,0,Cooking staff,1
100985,F,Y,N,2,315000,State servant,Incomplete higher,Civil marriage,Office apartment,-20888,-10972,1,0,0,1,Sales staff,4
100986,F,Y,N,4,347500,Student,Higher education,Single / not married,Rented apartment,-15094,-3370,1,1,0,1,Accountants,5
100987,F,N,N,3,325000,Pensioner,Higher education,Civil marriage,Office apartment,-9360,-4137,1,0,1,1,Laborers,4
100988,F,N,N,1,331500,Student,Incomplete higher,Widow,Office apartment,-20778,-3263,1,1,0,1,Cleaning staff,3
100989,M,N,N,4,248000,Pensioner,Secondary / secondary special,Married,With parents,-11027,-5920,1,0,0,0,Drivers,5
100990,F,Y,Y,4,430000,State servant,Higher education,Single / not married,Office apartment,-8962,-161,1,0,1,1,Drivers,6
100991,M,Y,N,1,332500,Pensioner,Higher education,Married,House / apartment,-17378,-12490,1,0,0,1,Sales staff,2
100992,M,N,N,1,113500,Working,Higher education,Separated,With parents,-14930,-7528,1,0,0,0,Drivers,2
100993,M,N,N,0,346500,Student,Lower secondary,Separated,With parents,-14608,-1644,1,0,1,1,Security staff,1
100994,F,Y,N,3,155000,State servant,Lower secondary,Widow,Rented apartment,-17553,-339,1,1,1,1,Cooking staff,4
100995,M,Y,N,2,136000,State servant,Higher education,Married,Rented apartment,-18575,-6637,1,1,0,1,Sales staff,4
100996,F,Y,Y,4,380000,Working,Lower secondary,Single / not married,Municipal apartment,-18310,-5890,1,1,0,1,Medicine staff,6
100997,M,N,N,3,228000,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,-22680,-2590,1,0,0,0,Laborers,5
100998,M,Y,Y,2,412000,Commercial associate,Secondary / secondary special,Widow,Office apartment,-8640,-4102,1,0,1,1,Managers,4
100999,F,N,Y,1,167000,State servant,Incomplete higher,Married,Office apartment,-9188,-3798,1,0,0,0,Drivers,3
